productId,productName,category,unitPrice,currency,productReleaseDate,isDiscontinued,extraField2,op,eventTime,seqNum
cf374db8-b553-400b-aa52-0a58031cd13f,Coche Teledirigido,Juguetes,441.72,USD,2021-05-25,N,toBeDropped,I,2025-11-06 19:09:27,1
38516fbc-5894-4e2c-8b37-4c685e03acdd,Doll,  toys,656.56,EUR,2023-10-03,N,toBeDropped,I,2025-11-06 10:18:52,1
ba6f9619-4bc0-4fba-9eed-76c71ed218f0,Monitor,Electrónica,432.95,EUR,2023-06-17,NO,,I,2025-11-06 12:17:34,1
a5b0f06e-8dd0-4e01-a10d-35784d88d242,Running Shoes,Electrónica,41.98,EUR,2022-09-28,N,,I,2025-11-06 09:19:01,1
cf8b02e7-e37f-489d-8056-df68e61aff58,Sartén,Hogar,203.31,USD,2021-01-04,N,,I,2025-11-06 06:43:53,1
ef8d2a00-34ee-43d6-957d-178dd5e8f0d7,Coche Teledirigido,Electrónica,314.82,EUR,2022-06-08,N,toBeDropped,I,2025-11-06 02:13:53,1
5601e35e-1a11-428a-be26-aa8d98bcd77d,Running Shoes,Electrónica,755.64,EUR,2025-05-10,N,,I,2025-11-06 03:58:05,1
19b0d271-bc99-47d9-b9fe-64edc95d1bd9,  Printer  ,Electronics,529.36,USD,2022-05-07,NO,,I,2025-11-06 13:09:37,1
22ede506-7987-431b-96ca-bba55cdb30e7,Sartén,Hogar,670.87,eur,2023-08-14,NO,,I,2025-11-06 01:19:18,1
23987b91-7a36-44f7-bf4d-03ee4587852e,Cacerola,Hogar,85.13,USD,2024-10-26,N,toBeDropped,I,2025-11-06 20:21:04,1
f2c5c998-11b7-427f-ba51-d5aa218982cc,Gym Bag,Sports,511.53,EUR,2020-11-08,N,,I,2025-11-06 15:46:16,1
29677f4b-1f1f-4b3a-bb04-0bad70362044,Cafetera,Hogar,13.3,EUR,2021-01-29,N,toBeDropped,I,2025-11-06 05:23:43,1
b2efe8f9-849b-4c7e-801f-4086f825b925,Pinturas,Juguetes,670.42,EUR,2025-07-14,N,toBeDropped,I,2025-11-06 08:33:09,1
4ee2ce90-b0ab-4088-b07c-33c3e69d714e,Bluetooth Speaker,Electronics,773.48,Usd,2021-05-16,N,,I,2025-11-05 21:41:11,1
5e39589e-8e43-4eaf-a06e-1bfa9b2e2998,Peluche,Juguetes,691.14,EUR,2025-04-01,NO,,I,2025-11-06 15:41:10,1
6b7012b7-ad60-44ad-bf54-1a208dd9b293,Keyboard,Electrónica,81.75,EUR,2023-03-04,N,,I,2025-11-06 18:08:15,1
37fe168b-b8dc-4071-8acd-9d0a96729f54,Blender,home,627.62,EUR,2024-03-02,N,toBeDropped,I,2025-11-06 08:26:01,1
f1b20379-4ac4-4939-9f6a-e55f0f3404c4,Yoga Mat, sports  ,625.43,Usd,2023-05-04,yes,,I,2025-11-06 07:29:56,1
c62f2994-e30d-47e7-9fc7-5112f12a72ad,Sartén, Hogar,512.64,eur,2021-02-21,N,toBeDropped,I,2025-11-06 23:53:32,1
9c81a1f0-62e0-4285-84e6-16e7205deb95,Basketball,sports,260.24,EUR,2021-10-22,N,toBeDropped,I,2025-11-06 02:02:52,1
5b608771-0dd4-4b40-9374-7e9bd161c1ef,Skipping Rope,Sports,161.3,EUR,2021-01-07,N,toBeDropped,I,2025-11-06 22:59:59,1
75832e12-1ee1-41f5-be18-b8460ca8db8d,Running Shoes,Sports,85.59,EUR,2023-08-26,N,toBeDropped,I,2025-11-06 12:48:06,1
8d4f5790-0c14-4e48-af6c-f45eafd6e91b,Coche Teledirigido,Juguetes,439.75,USD,2022-06-19,N,,I,2025-11-06 23:26:39,1
f2f4c31b-436c-4b9d-8635-d111739c2fe3,Vacuum,home,239.54,EUR,2020-06-24,yes,,I,2025-11-06 21:46:52,1
4209711a-1918-455c-a2db-1a2e84002441,Skipping Rope,Electrónica,711.22,Usd,2025-04-08,N,,I,2025-11-06 20:40:06,1
9f5dc89c-1efd-4c4b-ac5e-1782d2e0cc90,  Blender,home,287.59,EUR,2024-12-20,NO,toBeDropped,I,2025-11-06 10:57:47,1
ec82f188-beea-4f29-9ea3-55cdcd8d7ca8,Pinturas,Juguetes,86.53,USD,2023-01-15,N,,I,2025-11-06 01:51:17,1
32f7ac6e-1533-4e87-b2c9-51ed84377b58,Sartén,Hogar,496.19,EUR,2024-04-15,N,,I,2025-11-06 16:07:59,1
c29baf29-ddd8-40f1-bdce-1bf77472f30c,Yoga Mat,sports,53.83,USD,2021-08-19,Y,toBeDropped,I,2025-11-06 15:22:13,1
6cc5415a-e208-4c16-877c-45b343c1f5fd,Skipping Rope,Sports,789.01,EUR,2021-07-04,N,toBeDropped,I,2025-11-06 12:55:26,1
bc19194b-bb34-434e-9371-bcbd33689408,Running Shoes,Sports,784.2,Usd,2024-12-18,N,toBeDropped,I,2025-11-06 03:00:50,1
b0016907-9cb5-4956-918e-c506b05e9e4e,  Bluetooth Speaker,Electronics,,USD,2024-11-17,N,,I,2025-11-06 16:28:26,1
d33c9076-36f4-43fe-b87c-980261bf6af8,Printer,Electronics,561.64,Usd,2025-04-03,N,,I,2025-11-06 09:24:44,1
0d45cb29-9987-4080-94f9-f25ac95737fe,Gym Bag,Electrónica,75.32,EUR,2024-08-16,N,,I,2025-11-06 17:26:06,1
91ef5b5f-a10b-475b-b0d1-fde0bf90d875,Sartén,Hogar  ,,EUR,2025-07-12,N,toBeDropped,I,2025-11-06 22:16:23,1
8b2adbdc-a4f6-4bc2-adf9-0ae832bcdc07,Football ,  sports,153.22,EUR,2021-11-03,NO,toBeDropped,I,2025-11-06 02:38:14,1
d5e22f78-52f2-404f-bbfa-b8a61b2eb6c1,Yoga Mat,Electrónica,498.8,USD,2020-08-18,NO,,I,2025-11-06 04:20:03,1
8f7eb310-ef3c-475e-bed1-55eb0dae2579,Football,Electrónica,156.95,EUR,2024-08-09,N,toBeDropped,I,2025-11-06 13:03:59,1
c78a2baa-5a11-4416-a2d8-43ae11e0434d,Bluetooth Speaker,Electronics,199.24,EUR,2023-04-02,N,toBeDropped,I,2025-11-06 01:02:55,1
c66c6042-9bdd-4196-aff8-0797b5adc2c0,Pinturas,Juguetes,81.73,EUR,2025-05-27,N,,I,2025-11-06 12:55:00,1
c7abb66d-d16b-495d-83db-6dba174c5e6e,  Doll ,toys,258.29,EUR,2022-10-11,N,,I,2025-11-06 15:59:41,1
ef1dd107-2107-4b8c-92a6-4ae0fed67733,Pinturas,Juguetes,246.8,EUR,2023-09-06,Y,toBeDropped,I,2025-11-06 10:34:40,1
6b1ad6b1-3b61-417d-ab0c-ac7cf908420a, Cacerola ,  Hogar,592.19,EUR,2023-01-16,N,toBeDropped,I,2025-11-06 11:53:32,1
8965dd74-050a-41b7-8eb8-3558ab0989c3,Sartén,Electrónica,81.62,EUR,2022-03-13,N,toBeDropped,I,2025-11-06 01:00:56,1
d572ef70-bca6-46fb-8e60-57f15a670010,Headphones,electronics  ,167.21,Usd,2023-08-14,yes,toBeDropped,I,2025-11-06 01:42:04,1
db94bd75-3ecd-4812-a87f-4f62fb555790,Blender,home,38.67,EUR,2023-10-17,N,toBeDropped,I,2025-11-06 22:53:17,1
146cc46f-af1d-4e94-bdcc-492251c64f4f,Cacerola,Hogar,329.14,EUR,2022-09-10,N,,I,2025-11-06 05:45:10,1
eec30555-9ad7-45e8-9b12-0eb8c18a8c08,  Keyboard,electronics,36.31,Usd,2023-09-27,N,toBeDropped,I,2025-11-06 21:10:09,1
969d66b6-0b60-488f-b96c-c894586f4add,Printer,Electrónica ,430.4,USD,2022-10-18,yes,toBeDropped,I,2025-11-06 23:17:43,1
32431485-d98f-4ec4-9af6-08b9e1123e13,Coche Teledirigido,Juguetes ,416.03,Usd,2021-06-15,N,,I,2025-11-06 01:28:58,1
012712a7-447f-4a93-adb7-7d00c749af20,Yoga Mat,sports,355.29,Usd,2021-08-03,N,,I,2025-11-06 15:20:16,1
43cf103c-5d9d-497f-a44b-39e20b56e5fd, Smartphone,electronics,688.01,EUR,2023-04-12,NO,toBeDropped,I,2025-11-06 14:12:05,1
038f8575-5740-4f3d-bcac-d634f28a085a,Vacuum,home,157.89,EUR,2025-09-16,N,toBeDropped,I,2025-11-06 22:07:45,1
e08a3376-d3ca-4fa9-84fe-d3dc49728b88,Sartén,Electrónica,548.76,USD,2021-04-27,N,,I,2025-11-06 15:44:17,1
59eab143-3876-436c-9709-fb525c39f0ad,Smartwatch,Electronics,306.83,EUR,2020-06-03,N,toBeDropped,I,2025-11-06 10:20:44,1
60966d1f-cb09-4a6b-b634-dee8972d5a48,Bluetooth Speaker,Electronics,749.96,eur,2024-06-04,N,toBeDropped,I,2025-11-06 22:35:37,1
fffde1c5-6077-482e-bf3a-a3da8b1b8326,Yoga Mat,sports,735.78,EUR,2024-06-13,N,toBeDropped,I,2025-11-06 19:08:45,1
2c0c29ce-7476-49c8-a37b-6c58dcba46c7,Cacerola, Hogar  ,592.78,USD,2023-07-04,yes,,I,2025-11-06 12:38:49,1
4bf4eff9-cb29-4758-8f91-a5388abae99d,Basketball,sports,338.65,EUR,2023-10-29,N,,I,2025-11-06 06:04:22,1
6a7911d5-2a77-452e-a8d9-ae6f69d2038a,  Doll  ,toys,175.92,EUR,2022-06-19,NO,toBeDropped,I,2025-11-06 19:05:18,1
84e113d4-b839-46ca-9e93-61df4f09791f,Tennis Racket,sports,316.09,USD,2022-03-10,NO,,I,2025-11-06 04:14:55,1
b86dab56-1c32-4476-96e0-3d0d7993eb3f,Vacuum,home,442.7,EUR,2023-03-31,N,,I,2025-11-06 01:59:08,1
36785180-e5b8-44ef-8821-d52fc4350418, Smartwatch ,Electrónica,461.33,Usd,2023-10-17,N,toBeDropped,I,2025-11-06 23:21:15,1
2878e04a-a6c1-4e08-a938-b030fa37ecc8,Board Game ,toys,630.21,USD,2021-03-14,N,,I,2025-11-06 05:18:36,1
1e902865-91dc-43a1-861b-5f8f92bcf2aa,Blender,home,292.26,eur,2020-12-07,N,,I,2025-11-06 12:12:06,1
01b37616-612a-4fc6-b584-121201204c9c,Doll,toys,133.12,EUR,2021-08-31,N,,I,2025-11-06 07:59:49,1
fd6a261b-af76-4fb6-a08d-f0261efbc7b8, Lamp ,home,727.62,EUR,2021-08-15,N,toBeDropped,I,2025-11-06 12:06:06,1
69a10f75-3f69-4948-85cb-e497947404ca,Pinturas,Juguetes,147.92,USD,2025-03-28,yes,toBeDropped,I,2025-11-06 08:51:11,1
4bb02e4e-7de4-4c22-810b-315b754d24a6,Smartwatch,  Electronics,500.35,EUR,2021-07-09,N,toBeDropped,I,2025-11-06 09:08:06,1
387f1e7d-6274-4252-87b4-ffbb8cfe4217,Webcam,Electronics,786.91,EUR,2025-07-02,N,toBeDropped,I,2025-11-06 00:06:12,1
79bfe471-16cb-4b1d-8f43-45aa7ce7244c,Board Game,toys,256.9,USD,2024-07-15,N,,I,2025-11-06 13:28:31,1
41beb56f-d76c-4525-be53-57cadcac3e43,Pinturas,Juguetes,,EUR,2021-01-20,N,,I,2025-11-06 05:15:36,1
36deeef2-220c-4780-804c-514705796218,Peluche,Juguetes,31.68,USD,2023-09-05,N,,I,2025-11-06 12:37:42,1
5cc93d8a-a2b8-42c2-91fb-68f94a0e04ce,Basketball,sports,576.14,USD,2023-04-27,N,toBeDropped,I,2025-11-06 10:49:50,1
32d36d13-2bc4-4ce5-a3e8-a7613c01e394,Cycling Helmet,sports,21.34,EUR,2021-05-04,N,,I,2025-11-06 20:37:46,1
cab7723f-4c20-4113-9beb-3f887dc69d95,Bluetooth Speaker,Electronics,579.32,EUR,2020-06-15,yes,toBeDropped,I,2025-11-06 04:49:56,1
b96c42fe-4d4e-4788-bf4a-2e31d024110e,  Football,  sports,,Usd,2025-08-01,N,,I,2025-11-06 10:12:27,1
385f9c1a-0ba4-4fb8-9065-906b68e2203c,Printer,Electronics,501.49,eur,2023-02-06,N,toBeDropped,I,2025-11-06 14:15:04,1
2898fee3-b41a-468f-a452-67c43e2e21ba,Camera,electronics,407.54,EUR,2021-12-12,N,,I,2025-11-06 01:27:27,1
30d57695-c9c2-4654-9277-3fbfd1577909,Smartwatch,Electronics,679.35,EUR,2021-12-18,N,toBeDropped,I,2025-11-06 16:29:53,1
c74d0589-b582-4319-8d82-788c859efa05,Toaster,home,660.1,EUR,2022-07-05,N,,I,2025-11-06 12:08:32,1
4bec4808-4078-49dd-bb60-7acb5caab9d4,Printer,Electronics,722.45,USD,2023-04-21,N,toBeDropped,I,2025-11-06 01:02:05,1
ee2ecc46-2b30-46d0-afde-5745f9899153,Webcam,Electronics,617.79,EUR,2025-05-17,N,,I,2025-11-06 19:51:09,1
c659f73f-3a41-40ae-bbb3-a0c14c501064,Yoga Mat,sports,401.26,EUR,2023-07-11,Y,,I,2025-11-06 11:46:44,1
28eda44d-4787-45de-9f1b-17e9140f5824,Peluche,Juguetes,738.99,EUR,2023-02-18,N,toBeDropped,I,2025-11-06 19:56:25,1
06fa94e8-468e-40a3-a372-2ace69be8ff3,Running Shoes, Sports,631.25,Usd,2021-07-23,NO,,I,2025-11-06 12:05:08,1
8f21b233-b1b3-4b8c-b0a9-0b0c1e0e8374,Board Game, Electrónica,314.86,USD,2020-07-06,N,,I,2025-11-06 00:20:01,1
ad7486e9-f336-4fc1-8cdb-ef420c7c936f,  Pinturas,Juguetes,347.99,USD,2024-08-14,N,toBeDropped,I,2025-11-06 13:29:17,1
b23aeac8-05b9-4e95-b855-751841cf6e01, Lego Set  ,  Electrónica ,643.49,EUR,2024-07-30,N,,I,2025-11-06 02:54:34,1
b1de3d3b-5698-4edf-b88b-bd0b4914861b,Cafetera,Hogar,646.28,EUR,2023-07-20,N,,I,2025-11-06 07:25:24,1
ab09171e-3802-48d7-baf0-a8429dea04c2,Basketball,sports,508.2,Usd,2023-01-12,N,toBeDropped,I,2025-11-06 10:21:05,1
d554ec46-06a4-4536-8d05-359475e5c0a8,Cycling Helmet,sports,567.36,USD,2022-04-27,N,toBeDropped,I,2025-11-06 11:20:20,1
d422b63a-e546-4c03-ae24-119d44b9a84e,Running Shoes,Sports,259.36,eur,2025-09-05,N,,I,2025-11-06 22:54:39,1
4ed24954-a1e1-416e-8082-4edf4a978935,Blender,home,,EUR,2021-08-04,N,toBeDropped,I,2025-11-06 04:38:40,1
7100ae4f-7fba-40b7-8a14-681d5f9006ee,Cafetera,Hogar,788.27,USD,2024-06-30,N,,I,2025-11-06 05:21:12,1
8810aabf-2651-4b10-b6ba-7e9f356f0076,Keyboard,electronics,420.23,USD,2022-01-12,N,,I,2025-11-06 13:03:16,1
c3a889f5-0a2e-4fcc-943f-18b4a8bc485a, Sartén,Hogar,522.35,EUR,2020-08-14,N,,I,2025-11-06 16:18:20,1
d35716ea-38a5-4268-81a7-d4013e9073ee,Plancha,Hogar,160.63,EUR,2022-09-20,N,,I,2025-11-06 06:06:32,1
d4e1bc2c-f456-4bd8-8a2e-edd0f24b8855,Peluche,Juguetes,254.27,EUR,2021-07-30,N,toBeDropped,I,2025-11-05 23:10:57,1
ea6cbdbd-9a6f-4dac-a125-dedcacb3d4ee,  Keyboard,electronics,261.24,EUR,2022-10-12,NO,,I,2025-11-06 22:10:25,1
891545c2-1eac-49b2-876e-9621c135f30c,Smartwatch, Electronics,76.21,EUR,2022-05-16,N,toBeDropped,I,2025-11-06 13:24:15,1
758619ac-a2f7-4b5a-8616-02186e0c5ce1,Skipping Rope, Sports,439.83,EUR,2021-09-10,N,,I,2025-11-06 12:31:00,1
38fb024b-34e5-480b-a880-74285e2ee89e,Toaster,home,36.61,EUR,2020-09-25,N,toBeDropped,I,2025-11-06 04:48:49,1
34e273d2-1ef8-41e4-8750-c1da29361a96,Running Shoes,Sports,613.13,EUR,2024-09-17,N,,I,2025-11-06 13:08:22,1
b8f51459-b049-45a6-be70-b163bc957c1e,Coche Teledirigido,Juguetes,562.35,EUR,2023-05-07,N,toBeDropped,I,2025-11-06 13:41:25,1
39065b06-6a69-4fb7-83f1-0d2189c24939,Cafetera,Hogar,301.32,EUR,2025-02-07,NO,,I,2025-11-06 11:51:53,1
4f3ba75e-7bf1-4519-832f-f1dd798c30ad,Plancha,Hogar,358.1,EUR,2020-08-14,N,,I,2025-11-06 02:50:08,1
01677269-d2d1-4ee2-aa0f-2eec6097588b,Vacuum,home,589.35,EUR,2025-03-23,N,toBeDropped,I,2025-11-06 08:49:22,1
d65e751b-51b1-4ecf-9924-2209fa434bff,Air Purifier ,home,175.79,EUR,2022-07-09,N,toBeDropped,I,2025-11-06 13:49:02,1
4acf97fc-bdf6-4cc3-b9b1-6db7f8538eaf,Peluche,Electrónica,478.6,EUR,2025-02-21,Y,,I,2025-11-06 03:04:03,1
30c763e5-8472-405f-9b83-a53d63b1513f,Headphones,electronics,744.34,EUR,2022-09-15,N,,I,2025-11-06 20:12:01,1
8afc096e-4c52-4385-9c58-9e8b060ed720,Skipping Rope,Sports,63.65,USD,2023-07-18,NO,toBeDropped,I,2025-11-06 16:39:58,1
00396b55-4ca8-441c-858a-d37669ff6c41, Lamp,home  ,596.18,USD,2025-10-15,N,toBeDropped,I,2025-11-06 13:26:19,1
d00e3b9d-96fe-434b-b1c2-5a647aece771,Sartén ,Hogar,,EUR,2025-03-01,N,,I,2025-11-06 21:58:25,1
947cdffc-e31f-40b9-bc7a-23701bdcd3c4,Monitor,electronics,526.32,EUR,2020-09-30,N,toBeDropped,I,2025-11-06 11:49:36,1
9ed129ee-8119-4c30-b59f-062ef28d1811,  Vacuum ,home,648.85,Usd,2024-03-08,N,toBeDropped,I,2025-11-06 05:00:24,1
b826fccc-4e3c-4b4e-a886-21b60ac30d8e,Cafetera,  Hogar ,479.65,EUR,2021-02-15,N,toBeDropped,I,2025-11-06 04:55:53,1
2b9ba5e4-3267-4201-95cc-cec5e94ef4da,Running Shoes,Sports,323.22,Usd,2025-04-23,N,toBeDropped,I,2025-11-06 11:58:25,1
e16809bd-189f-46e3-ac88-8cbef9eb6c48,Yoga Mat,sports,482.92,Usd,2021-02-09,NO,,I,2025-11-06 06:59:10,1
c445e675-3928-407e-bfb4-3a81307e3979, Tablet  ,electronics,734.88,USD,2024-09-05,N,toBeDropped,I,2025-11-06 10:06:04,1
468a2a13-4a6d-4687-a9ee-a9d014812d12,  Kettle  ,home  ,,USD,2023-09-29,N,,I,2025-11-06 01:01:43,1
db1c6cad-b0c1-4747-9793-199b8f60ba18,Kettle,home,392.88,EUR,2023-03-23,N,,I,2025-11-06 15:53:13,1
e93b86ba-dc02-463d-bd7d-1fadb88f30df,  Yoga Mat,sports,182.97,USD,2021-04-12,N,,I,2025-11-06 09:33:19,1
2df0bb95-ce78-4f11-bf3f-2b5f04ba519b,Webcam,Electronics,605.37,EUR,2022-06-06,Y,,I,2025-11-06 17:39:36,1
7d315d11-71d9-4bf3-b077-fe0d651c3203, Vacuum  ,home,56.42,EUR,2020-12-24,N,,I,2025-11-06 16:35:20,1
58b2da18-0dd4-4a1c-b315-f069ff1c4913,Skipping Rope,Sports,735.89,EUR,2025-05-22,N,,I,2025-11-06 15:54:46,1
49b993ab-091e-4df3-9a84-a2e1165cf458,Peluche,Juguetes,616.52,EUR,2024-12-16,yes,,I,2025-11-06 22:36:48,1
b52b3c75-dfc1-4f77-842d-da0c2f33becb,Coche Teledirigido,Juguetes,203.97,EUR,2024-05-30,N,,I,2025-11-06 06:22:00,1
5097cd99-05b4-4207-9f23-ee68bedab5dd,Coche Teledirigido,Juguetes,249.92,EUR,2023-02-13,N,toBeDropped,I,2025-11-06 23:29:58,1
11877242-43e5-4f56-b63e-9f3292f15d27,Monitor,electronics,58.07,EUR,2024-02-26,N,,I,2025-11-06 05:17:28,1
5942120b-3a48-420a-b4de-c5162d1d7d14, Printer  ,Electronics,722.1,EUR,2021-11-07,N,,I,2025-11-06 00:09:14,1
154d94ce-01b7-49fb-9191-98c11d3b0eb3,Coche Teledirigido, Juguetes,311.68,EUR,2020-06-03,NO,toBeDropped,I,2025-11-06 21:35:45,1
b1eb263a-032e-487c-9e26-7f4e8a12b76c,Coche Teledirigido,  Juguetes  ,,EUR,2024-02-27,N,,I,2025-11-06 14:46:48,1
d642c149-653e-453c-9fd7-07776671098a, Action Figure  ,toys,436.16,EUR,2025-10-09,NO,toBeDropped,I,2025-11-06 11:30:58,1
4b8beac5-f9f7-4d05-a6cb-1c12b8b22c69,Peluche,Juguetes,735.66,EUR,2024-09-08,N,toBeDropped,I,2025-11-06 12:14:46,1
564ccef8-375a-4ccf-a5c3-0ac4457bacc4,Cycling Helmet,sports,383.87,EUR,2022-08-11,N,,I,2025-11-06 09:01:11,1
dfa40533-af59-42db-8850-d9652f4f989b,  Running Shoes ,Sports,,USD,2023-07-15,N,toBeDropped,I,2025-11-06 02:54:33,1
ae258a4f-7bdd-496d-85dd-9bce04a5178b,Coche Teledirigido,  Juguetes  ,532.24,USD,2021-12-23,N,toBeDropped,I,2025-11-06 03:49:11,1
78376dc5-621b-4666-a85d-a9da83c4b7f8,Doll,toys,383.72,EUR,2020-12-13,NO,toBeDropped,I,2025-11-06 09:45:17,1
af22fc64-68f4-4d0e-840d-8bc390ad2504,Running Shoes,  Sports ,37.2,EUR,2024-01-18,NO,toBeDropped,I,2025-11-06 21:55:29,1
c1c647d6-ee1e-4f70-ad49-be54e48a849e,Pinturas,  Electrónica  ,711.33,Usd,2024-09-15,N,,I,2025-11-06 06:46:24,1
2a949dfd-4c42-41c0-b06d-6dd5b672654c,Bluetooth Speaker,Electronics,619.02,USD,2021-08-11,N,toBeDropped,I,2025-11-06 10:36:27,1
451e1fe4-0849-45ee-b286-186429b7dea6,Tennis Racket,sports,410.62,USD,2024-05-15,N,toBeDropped,I,2025-11-06 03:19:08,1
cdacd5b4-fbb5-4267-b433-cf2670c1be41,Peluche,Electrónica,554.06,EUR,2021-02-23,NO,toBeDropped,I,2025-11-06 04:15:11,1
937431cc-6d97-4e27-b2a2-8774754eedc2,Doll, toys,741.68,EUR,2023-01-14,N,,I,2025-11-06 15:44:33,1
a783346a-c9d0-47ab-ac93-b78fa78805e5,  Skipping Rope ,  Sports ,615.35,EUR,2021-12-22,N,,I,2025-11-06 19:03:02,1
30cce86d-a475-47a6-ba12-66d237e0ace4,Doll,toys,580.5,Usd,2021-05-15,N,toBeDropped,I,2025-11-06 17:00:08,1
e1637829-7d48-4367-b7d1-7ea74b8ca138,Peluche,Juguetes,315.13,EUR,2022-06-18,N,,I,2025-11-06 15:41:30,1
3ddad688-4ed6-4dec-8cd0-26579a27572f,Skipping Rope,Sports,5.6,USD,2023-09-19,N,,I,2025-11-06 20:08:46,1
36b1e648-1d14-4b6a-a94b-164f251e9c90,Running Shoes,Sports,43.64,EUR,2022-08-20,N,,I,2025-11-06 01:43:51,1
681bc3b9-a09d-43e7-8c96-b157cb0d4312,Football,sports,678.2,USD,2020-09-21,N,,I,2025-11-06 10:19:16,1
055d3700-28a0-4342-aba1-e2f07f400e46,Headphones,electronics,272.07,EUR,2021-04-27,N,,I,2025-11-06 14:42:09,1
1ef52ddd-6ba3-4536-b2c4-cb1082563d66,Action Figure,toys,123.91,Usd,2022-05-20,N,toBeDropped,I,2025-11-06 03:59:21,1
0cf58341-c897-4b79-95fd-634f2921bf93,Air Purifier, Electrónica,783.0,EUR,2025-08-06,NO,toBeDropped,I,2025-11-04 07:20:01,1
98c06b25-0862-4f00-b689-cdabcd2cf68b,Sartén,Hogar,193.3,EUR,2020-05-26,N,,I,2025-11-06 13:56:36,1
4bda087a-58c5-4bb4-a7ca-00d75e6ba423,Peluche,Juguetes,592.11,EUR,2021-08-26,NO,,I,2025-11-06 22:55:38,1
2481efb6-e76d-4a35-871d-4f8cb0a8474f,Action Figure,toys,19.51,EUR,2023-02-11,N,toBeDropped,I,2025-11-06 06:54:21,1
8febcf04-277b-4eb6-8678-d3125826cb8c,Running Shoes,Sports,168.08,EUR,2023-10-23,N,,I,2025-11-06 00:29:30,1
306dbb5f-146e-4f23-aa4e-a450f4d070c4,Keyboard,electronics,197.53,EUR,2025-03-01,N,,I,2025-11-06 09:35:32,1
55b20e8d-aa1d-4ec0-9f56-916d7600de29,Peluche,Juguetes,351.58,EUR,2021-02-18,N,toBeDropped,I,2025-11-06 04:51:08,1
