paymentId,orderId,paymentMethod,amount,paymentDate,status,op,eventTime,seqNum
df350157-dceb-44a4-bb77-1278f1b5a46a,64a56f32-0f68-4d8a-989c-a70be61763d4,CARD,1407.5,2025-10-25 07:54:34,FAILED,I,2025-11-06 09:13:16,1
1709302b-0024-4324-a36c-7526be00bccb,286df3ac-3806-47b6-a628-998135c72bd0,Bizum,287.39,2025-10-31 05:10:50,PENDING,I,2025-11-06 04:13:59,1
716de518-1c78-401c-9efc-2d12fa574632,caa4ed8b-cab0-4e2e-a619-8b554b09c718,PayPal,1311.23,2025-11-03 15:57:33,OK,I,2025-11-06 14:56:52,1
ff55d725-8c46-4340-bf34-c8097b3ecf35,f19b4382-2ed0-4e5a-84a6-901ec873d6e3,BIZUM,1495.41,2025-10-27 04:08:46,OK,I,2025-11-06 05:34:37,1
4fa5704e-5ef2-4d75-a5c3-f43d6f40822f,2d940f45-3028-4baa-87aa-64c49e1aafcc,CARD,1331.79,2025-10-24 18:00:04,ok,I,2025-11-06 05:19:17,1
1b22775a-f4d9-4944-8cda-4513d42f8ea0,44ddf70d-aeba-41d3-aeae-68cc352ff543,Bizum,1193.83,2025-10-27 14:58:30,OK,I,2025-11-06 02:46:38,1
e43e934f-3c27-4d07-8f12-a4d7bfddd823,ad0ae5c7-64bf-4c1a-afa2-b5497ac4e77e,CARD,265.23,2025-11-01 13:30:57,ok,I,2025-11-06 06:11:34,1
10944244-3223-477d-b24e-d2b8f7acebe5,2e6921bf-e659-461e-b150-14995ac52c7b,CARD,1073.62,2025-11-02 22:54:35,OK,I,2025-11-06 11:58:12,1
26da16ca-73ca-489a-9fbc-e7899142631f,2fdeef21-5239-4900-9dea-770444fac161,Bizum,822.0,2025-11-09 16:22:14,PENDING,I,2025-11-06 02:03:59,1
2fd358d8-0f34-44e1-9e4e-ff2e3976acc7,4afc38b4-c548-4ad5-8e4e-489ac2ee903c,card,1006.54,2025-10-25 14:53:27,OK,I,2025-11-06 13:00:56,1
a71de59b-4b65-4293-9db6-b5d05427bebf,84c3b685-7613-4cc0-82a5-ad590c3f1010,BIZUM,1043.14,2025-11-10 20:39:55,ok,I,2025-11-06 13:08:21,1
24ec09b6-b3f9-4e57-bd6c-7fa46abb8191,bed8cbbf-0d47-4412-8ee9-0ec66f1247d0,BIZUM,7.82,2025-11-06 18:29:48,FAILED,I,2025-11-06 17:41:02,1
410fc6cf-1103-4823-8e03-4d2f1b01ef12,9622fefc-a09e-4a0a-b5b3-97f132d4aab3,CASH,30.4,2025-11-09 11:43:42,OK,I,2025-11-06 14:18:03,1
96730b65-d66a-4765-873f-ef4291ae5c30,6b26715a-261c-4701-acce-a0135663b953,CASH,211.97,2025-11-03 05:12:51,OK,I,2025-11-06 18:31:08,1
28529803-edce-492d-a8ed-003b8a53f0b2,b99b4b41-7dd7-435e-832e-a6015d52f51e,CARD,442.71,2025-11-06 10:25:42,OK,I,2025-11-06 14:39:18,1
0815c753-8a73-416c-a217-69826443b9d9,882fc55a-28f8-45f3-b0b7-6f9779934a0a,card,28.08,2025-10-26 06:02:58,PENDING,I,2025-11-06 16:13:59,1
2e9b9ea2-df04-4605-8e71-a8af32ed5520,60200988-c76c-479e-86b6-11866e37b9ad,Bizum,24.46,2025-10-26 11:30:37,OK,I,2025-11-06 20:50:55,1
b5cb1553-2031-4c88-a1fb-ec165f745977,a616653b-71c8-4be2-bf5f-b616b641112b,CASH,374.47,2025-10-24 00:13:14,OK,I,2025-11-06 20:46:03,1
854b4c8c-18d7-489d-95b3-4e6d21b71b92,19b27e69-2d57-456a-a78f-339d1ea26b20,Bizum,1272.1,2025-11-05 22:33:59,OK,I,2025-11-06 07:07:13,1
a2dd7eb4-0ad1-4cd5-8f8b-fa128e15b766,70f3650c-d169-4413-9715-bdd02ad48cf8,PayPal,87.21,2025-11-02 00:58:58,OK,I,2025-11-06 06:27:02,1
1eb8c455-1eaa-4383-9e14-01f09b305a8c,db378f22-0716-4634-9431-803ec253fcc8,PayPal,381.97,2025-11-02 16:53:39,OK,I,2025-11-06 23:25:49,1
3ffc1270-e7af-4334-8cee-44ced352a9e2,915145b9-e58a-41b2-9d5d-a871f1fe2221,CASH,1140.54,2025-10-31 01:14:08,OK,I,2025-11-06 23:37:31,1
f0a818f4-03b9-4ecb-8bed-f7f6b4f0477d,14c14280-16b2-4246-b48f-15e644d9a406,PayPal,1285.73,2025-10-27 04:21:35,OK,I,2025-11-06 15:50:15,1
640ed67f-137f-48be-9c45-84cb5191f7cc,5b61bdda-136d-4e39-abd4-7d01a5042f3b,PayPal,328.07,2025-10-24 21:14:33,PENDING,I,2025-11-06 19:00:15,1
59536c2c-3d34-4330-8ac9-fe7ff33941d4,c6b4e34d-1594-41ae-8848-98d106ed6cdd,CASH,248.03,2025-11-02 15:25:32,OK,I,2025-11-06 07:30:56,1
1621b8ec-6126-408d-b76b-e0011ef2d97b,c574fdf2-7be6-4e6b-88b5-78c055a3c315,CARD,618.91,2025-10-30 20:45:30,OK,I,2025-11-06 18:29:38,1
184bacf9-2fa6-4743-ae6a-1dd9af05a840,4e229f1e-ad5c-4181-8126-c9bb84ccf294,BIZUM,512.09,2025-10-29 01:57:43,OK,I,2025-11-06 21:15:09,1
c70fdcf8-d71e-47a6-a4f3-9148852fd04e,c15e8f73-06ba-4827-aeeb-14eaaa2f85f5,PayPal,465.31,2025-11-02 11:20:32,OK,I,2025-11-06 19:08:26,1
f4b459a2-32f5-48be-b34c-cd8728255ce3,d266af16-b0dd-47ff-89a5-fabde1a42a0a,CARD,152.63,2025-11-03 10:51:42,OK,I,2025-11-05 05:07:51,1
7c5fa927-2f40-4782-a321-e2aed6ece5c7,549a1a93-65d2-4f6b-959f-7c7678997a83,card,819.87,2025-11-03 11:39:08,PENDING,I,2025-11-06 18:46:25,1
cbcc095e-b917-43ca-975c-bdbf7fc7097c,436e5563-2416-4ab8-a596-3d08e695a896,card,300.0,2025-11-02 18:37:29,OK,I,2025-11-06 07:30:31,1
f56999be-8720-4ca1-bb39-4e92b5eb76e3,,card,1285.09,2025-10-25 23:23:40,ok,I,2025-11-06 11:07:55,1
6ead992e-4c09-4233-bcb3-a1e650e1bd16,1217ddec-0a47-4119-858e-3ca64c2fdc8f,BIZUM,666.44,2025-11-05 07:19:54,OK,I,2025-11-06 09:19:41,1
da9df392-864e-456e-be03-a819e2231658,6f577ede-5641-4505-bb40-da801c1ba545,BIZUM,228.24,2025-10-27 17:23:12,OK,I,2025-11-06 19:35:41,1
b2e9549a-f2ce-4486-900d-300bc6bcd8fe,df0b41a0-0f1f-488f-958b-707f5fbcfca3,card,560.44,2025-11-09 06:58:46,OK,I,2025-11-06 15:23:16,1
00d9902d-c149-46c3-9a52-22246c015030,61ccd339-e684-447e-bf4c-91d757b606c8,CARD,927.08,2025-11-05 11:34:38,OK,I,2025-11-06 22:01:31,1
eb32c9bc-a4dd-46c5-89bb-44aa372afe8f,6a428b77-4c2c-43d6-9608-dc68fdbb6dbf,card,883.39,2025-11-03 09:54:18,OK,I,2025-11-06 06:14:39,1
721311a2-91f3-4753-89fb-f6119cf9706f,eafde45b-1103-483f-a26f-2499f44412ba,Bizum,1248.12,2025-11-03 10:45:04,OK,I,2025-11-06 05:15:24,1
6786af53-959a-4cd1-982b-ea0a54b9dd32,2f34132e-447e-469b-a6f7-90b7339293da,card,82.95,2025-11-05 22:02:19,FAILED,I,2025-11-06 17:55:09,1
df87b10b-4fbe-4b0d-9207-3659aa572965,8691f985-0eec-4a29-a3ac-9ee2b079685f,CARD,24.57,2025-11-08 22:00:15,OK,I,2025-11-06 07:00:39,1
e36191a0-7496-48cb-a076-f11f74d2b53b,4f47bfef-bc5b-413e-a346-e33e806465d6,PayPal,698.52,2025-11-03 23:15:02,OK,I,2025-11-06 09:30:34,1
697d9546-ee36-41e0-bdd0-2a4b601ae583,a9f45e84-4cd5-48bf-8280-2fcb30e1576d,CASH,290.68,2025-10-31 06:51:06,PENDING,I,2025-11-06 20:11:03,1
0d666665-d731-4a34-abfc-41be1d1bce52,f6cd4fc6-b527-45af-b2f9-3e5936573234,PayPal,674.32,2025-11-04 02:22:27,OK,I,2025-11-06 11:16:17,1
3f82a77c-b943-4458-92e0-924b28460b85,52c38057-da15-4290-9be6-8cd7e2f8651f,CARD,1112.94,2025-11-11 01:16:41,ok,I,2025-11-06 18:59:17,1
33440a57-dff7-4198-b975-1c2af1aa8fb6,e30b8a93-fa9a-45c4-ab23-b4b61bbf8db9,CASH,96.67,2025-10-25 14:28:35,OK,I,2025-11-06 10:47:11,1
fd4c2d6b-2b3e-4997-80ad-d22d26238cf0,f2c570d4-3f06-4137-bb25-8922d44b018f,PayPal,1286.24,2025-10-24 14:35:25,FAILED,I,2025-11-06 07:45:42,1
2c3f9703-bd59-467a-8822-c28fba9b4e00,1f7b2512-cc73-4497-86fe-5b3ce54326fc,CARD,306.11,2025-11-09 20:36:11,OK,I,2025-11-06 06:03:08,1
fb9e1139-d031-4d0f-b219-d1f528a698fa,78ca687c-13e9-460a-965c-b3754d837cd1,CASH,920.21,2025-11-09 13:04:24,OK,I,2025-11-06 07:49:21,1
245ff012-f6a5-4662-adc3-f8f3ffc8c021,a585d2ce-626d-4534-848c-998df6134888,card,604.18,2025-10-26 00:19:20,OK,I,2025-11-06 07:21:04,1
ebac54bc-ba81-4c02-b070-7c1f225bd086,6e86cd89-5c0a-46fb-a875-30eda2aa389a,CARD,471.61,2025-11-01 06:11:20,ok,I,2025-11-06 17:37:34,1
bfea0c52-eb4a-4f04-9f6e-1f17d8a03e9d,f3311696-0436-40db-80c3-02f82aa9a7c6,Bizum,652.9,2025-11-07 03:21:04,ok,I,2025-11-06 00:08:21,1
e182fa45-49c4-4faf-a8c1-22b999aaec64,35cd903a-0870-4f82-8f6d-93a4ace36ac6,PayPal,1134.57,2025-10-28 19:33:30,OK,I,2025-11-06 20:47:04,1
c4c9134e-c7d1-41f9-9d27-0fb860e24a64,b7630a5c-da0b-4064-ad86-32ad8c3e3318,CARD,1272.15,2025-11-03 17:46:42,OK,I,2025-11-06 06:09:10,1
e2a879ec-1515-4414-a2f7-a1510faa4287,293522b8-c5c0-4aaf-b0d0-ad1ad674fba7,Bizum,820.24,2025-10-30 08:05:01,OK,I,2025-11-04 11:58:02,1
115f7f66-21b7-447a-9184-f1e40160a347,c9a91cd6-e33f-4ee1-a473-e222af820a10,Bizum,330.41,2025-10-26 05:48:47,OK,I,2025-11-06 03:03:45,1
5d560630-2e30-4297-83fd-1f1ae5156f8f,516d317b-f6b0-4082-920f-f2e74173b6d7,BIZUM,421.59,2025-10-28 11:10:06,OK,I,2025-11-06 18:15:38,1
44b82679-dd57-4ee9-9409-b511a083b335,76b06ae8-5c49-4fea-b803-9118ba0cd574,card,789.96,2025-10-28 02:04:41,OK,I,2025-11-06 16:31:06,1
fc8250a3-f3c5-4db7-af6c-2ddb6b18302e,e00dd47c-d91e-40f6-beb6-a5f4f22d35ce,CARD,1382.34,2025-10-30 20:29:35,ok,I,2025-11-06 02:44:27,1
0ac7ba3f-605a-4bd7-984b-99778d616e92,f34bbe59-df2d-4b52-896b-1d391be37444,card,1331.99,2025-10-28 16:00:55,OK,I,2025-11-06 09:06:45,1
4dafc0fd-f5fd-4fa3-9ad3-eca250c66eaf,59157c61-961d-4817-b62e-135ff4027307,Bizum,1484.01,2025-11-05 11:40:57,FAILED,I,2025-11-06 20:17:20,1
b7d7c8c9-524b-431d-a2e1-6f56004598b7,47eb73f8-e867-4cb6-913a-1b10a1edef1e,Bizum,877.61,2025-11-09 19:37:13,OK,I,2025-11-06 12:39:46,1
8a2a5d12-a249-4d9c-806f-b62344cf8357,198f02aa-5a22-4cf9-840f-0c734ad218c1,BIZUM,610.97,2025-11-04 04:44:12,OK,I,2025-11-06 01:57:39,1
38122503-1528-4995-923b-d9976188c66f,7ec4f16f-77b5-40d5-afb1-14ee39626242,card,1412.6,2025-11-04 06:19:55,OK,I,2025-11-06 15:16:42,1
c3c2c037-4881-43fe-b202-f0bae10538f0,55ddd09e-79a1-40cc-aeba-00d8b64872cb,BIZUM,639.22,2025-11-07 09:06:39,OK,I,2025-11-04 01:07:53,1
8480ed44-653f-4235-b457-341ed2abd4ce,acfd4355-5186-438c-a76b-1427c7e26bcb,CASH,669.36,2025-11-01 21:57:09,OK,I,2025-11-06 05:13:22,1
77e7fd9d-3c6e-4f28-8ff6-204ce68ef4f7,505c69ee-992d-410d-892c-b8cf35ee7adf,CARD,150.43,2025-10-31 21:58:53,OK,I,2025-11-06 22:43:49,1
9cd2576e-0525-4a85-91d2-9c900511825b,b628de7d-396b-4446-9348-a361afd85fea,PayPal,1200.32,2025-10-26 08:14:40,OK,I,2025-11-06 03:38:52,1
93172397-b588-44e2-9f1f-fab12bb93771,5e65d068-98bb-41c3-aa3d-f6f9472f6c85,PayPal,1364.81,2025-10-29 12:45:26,OK,I,2025-11-06 17:54:09,1
84adb4e5-bb8c-4680-874a-5bebffb42b18,1acd7995-44ab-46a7-9e79-381745d87880,PayPal,612.85,2025-10-30 23:19:56,OK,I,2025-11-06 01:48:52,1
d1af2953-848d-4bee-9aea-f80a9152badc,e9096904-c7d6-4212-973a-b8cfa09b665f,card,963.22,2025-10-31 11:11:26,ok,I,2025-11-06 12:34:42,1
371d926e-bb61-4f0f-95ae-a39690895fe0,,card,1039.93,2025-10-31 14:15:15,OK,I,2025-11-06 22:59:41,1
d720bf05-c4cb-4021-abd4-aceeb093d4c8,8deda95e-d047-49c2-b409-fda4b59a52f2,PayPal,159.73,2025-10-26 19:46:35,OK,I,2025-11-06 07:52:34,1
9fc3c083-f7e3-4098-8051-25b8c6babca4,349a6f87-c2f4-4f7a-ba2e-3a87f892b6d3,BIZUM,762.36,2025-10-27 16:01:08,OK,I,2025-11-06 05:06:44,1
36ada1a0-40fc-40a0-b11e-fd6f91edf947,d5b74ce3-1e01-4e55-9044-0ee557813793,CASH,829.71,2025-10-24 00:09:35,OK,I,2025-11-06 21:53:02,1
6217cef8-9627-4e7f-b656-20c4a297e739,385dca8d-742c-46ff-8931-77ce8d980919,Bizum,1182.74,2025-10-29 11:58:26,OK,I,2025-11-06 05:55:24,1
ab5687fd-356f-4e47-b00b-156bd3e57698,006163bd-a25b-40ae-a51d-7334dfcdf8f3,BIZUM,455.44,2025-11-01 12:02:12,OK,I,2025-11-06 16:43:04,1
ab7d9da1-dee4-40c0-89a2-da1a59396528,c89852f8-57ae-4643-acff-5224656dbd8f,CASH,238.43,2025-10-26 03:04:08,OK,I,2025-11-06 06:08:43,1
96b696e2-95c1-4e61-bf3a-bfa2dd8c8417,8bd5b914-7e20-4e35-a0a8-7f70e98553ae,PayPal,1091.39,2025-10-28 04:46:35,OK,I,2025-11-06 05:34:41,1
4d10d3de-f0e7-4070-a42b-0e7b06725526,dd5b2934-97bb-4a8e-9610-0fb88ecbb077,CARD,601.51,2025-10-29 13:30:22,OK,I,2025-11-06 04:40:26,1
